,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,Class
1588,0.2,1.9,0.4,3.9,3.0,2.2,4.5,5.2,1.9,3.3,2.7,-0.7,-0.4,1.3,1.4,-1.1,-1.3,1.2,-0.2,-0.3,-0.5,-0.5,0.3,0.0,0.5,1.7,0.4,-0.4,0.2,0.6,-1.0,0.0,-0.2,0.3,-0.3,-0.6,-1.4,1.8,0.7,0.0,0.0
1589,-0.1,-0.2,2.5,1.2,2.5,2.5,4.0,3.7,1.0,2.7,1.1,2.5,1.4,1.5,3.3,3.9,0.4,0.0,0.5,1.0,-1.1,-2.4,-1.0,-1.2,-0.1,-0.1,0.0,-0.2,1.5,0.2,-0.5,0.1,1.6,-0.9,1.1,0.0,0.8,-0.8,1.1,0.1,0.0
1590,-0.9,1.6,2.7,4.4,4.5,2.7,2.7,3.0,5.0,2.1,2.1,2.9,3.1,2.2,1.2,1.5,-0.5,3.3,0.7,-0.3,2.2,-1.1,-0.8,-1.4,-0.6,0.1,-0.8,-0.2,2.1,-1.2,0.2,-0.8,-0.5,0.5,1.7,0.0,0.6,-2.3,-0.5,-0.8,0.0
1591,-0.2,0.2,-0.8,2.0,3.0,1.4,4.4,2.4,4.4,4.9,4.6,4.7,2.6,0.3,1.0,-1.2,0.2,-0.7,0.4,-1.1,1.9,-0.2,-0.8,-1.8,-1.6,-0.7,-0.1,-1.7,0.0,0.9,-1.2,-1.1,1.4,-0.7,0.0,0.1,0.0,-0.8,-1.1,0.9,1.0
1592,-0.6,-1.8,0.7,0.9,-0.3,2.7,2.3,0.2,-0.3,1.6,1.6,2.7,2.8,4.1,5.3,4.4,1.9,3.7,1.3,-0.3,-0.5,-1.1,-0.7,0.6,-0.1,-1.3,0.1,-0.7,-0.3,2.4,-1.7,0.0,1.6,0.0,-0.3,-0.2,0.1,-1.0,1.3,-0.3,0.0
1593,0.2,0.2,0.5,2.1,0.6,1.4,2.7,2.2,5.0,5.9,3.8,5.0,2.4,2.6,1.0,0.5,0.2,1.6,-0.9,-0.7,-0.6,0.6,-1.2,1.2,-0.8,0.6,0.2,-1.0,1.9,-0.1,-0.8,0.4,-0.2,1.9,2.2,1.2,-0.2,0.1,-0.3,-1.7,1.0
1594,0.6,-2.1,1.0,-0.6,-0.4,0.0,2.1,1.6,4.8,3.3,6.0,4.3,5.4,2.0,2.1,-0.4,-0.1,-0.9,0.9,0.0,0.1,0.4,-1.3,0.1,-0.5,0.6,-0.8,0.7,-0.1,-0.6,0.1,-1.0,1.1,0.7,0.2,0.0,-0.1,-0.1,-0.5,-0.3,1.0
1595,-0.7,1.6,3.1,2.1,2.5,2.8,5.8,6.2,3.1,1.8,1.3,2.2,1.0,0.3,-0.2,0.7,-0.9,0.7,-0.2,2.0,-0.5,-1.0,-0.5,-0.7,0.6,-0.1,-0.5,-0.2,-0.2,2.1,-0.9,-0.2,0.1,-0.2,1.1,0.2,0.8,1.6,-0.5,-0.3,0.0
1596,1.1,-1.6,2.1,-1.3,0.8,-0.5,-0.9,-1.1,1.1,0.9,2.8,2.8,1.3,4.5,5.3,4.2,4.8,3.4,2.4,1.9,-0.4,-2.1,-1.8,1.2,-0.8,-1.0,0.2,-1.3,0.0,0.4,-1.2,-1.2,-0.3,-0.6,-0.3,-0.6,0.0,-0.8,-1.0,0.7,1.0
1597,-0.5,0.6,2.4,3.2,2.7,4.9,4.4,4.7,3.5,3.9,3.4,3.1,0.8,-0.6,0.3,-0.1,-0.2,0.8,0.2,-0.3,1.3,-0.9,0.3,1.9,0.9,1.9,-1.0,1.0,0.5,-0.4,-0.5,-1.1,1.9,1.0,2.4,-0.8,0.3,-0.7,-0.7,-0.9,1.0
1598,1.2,0.9,0.0,2.0,2.7,2.5,3.1,3.6,3.8,3.3,2.5,1.2,2.3,2.4,1.2,2.0,1.8,2.7,0.4,1.1,-0.7,-1.2,0.4,1.1,1.1,0.3,0.2,0.1,-1.6,-0.1,1.2,0.2,1.0,1.4,-0.8,0.5,0.2,-1.0,-0.2,-1.5,0.0
1599,1.4,0.1,-1.2,-0.3,-1.2,1.0,-1.3,1.5,-1.4,2.5,2.6,3.1,3.3,3.5,6.5,4.4,3.6,2.1,2.6,1.9,-0.1,0.9,-0.7,0.9,-1.4,-1.0,-0.6,-1.2,-0.4,-0.6,-0.3,-0.4,-0.1,1.6,-0.2,-0.2,0.6,2.7,-0.7,-0.8,1.0
1600,0.2,0.7,-0.8,0.6,0.7,0.1,2.2,2.8,3.2,4.1,5.3,5.5,5.1,2.1,2.0,-0.1,-0.7,0.3,0.9,1.5,-0.1,1.7,-0.8,1.4,-1.6,0.5,0.0,0.9,0.6,-0.8,0.4,-0.2,0.3,1.2,0.4,2.3,2.4,0.0,0.1,0.3,1.0
1601,-0.3,-0.5,-0.8,-0.2,1.4,3.5,2.5,4.2,2.5,4.3,4.0,4.3,4.3,2.9,5.0,2.4,0.6,-0.3,1.3,-0.6,1.8,0.7,0.3,-0.4,-0.5,-0.4,-1.4,-0.1,-0.3,0.1,1.2,1.1,0.3,0.8,0.8,0.6,-1.8,-0.4,1.8,-0.5,1.0
1602,-0.5,2.4,2.2,2.3,4.3,5.7,6.8,3.5,4.1,4.6,2.6,0.2,-0.2,0.8,1.4,0.0,0.2,1.1,0.5,-0.4,-0.8,-0.5,-1.4,0.3,0.9,-0.4,-0.6,-0.5,-0.9,0.3,0.5,0.7,1.4,1.3,-1.1,-1.3,1.5,-0.5,0.8,-0.7,0.0
1603,0.3,-1.8,-2.5,-1.2,-1.5,-2.4,0.8,-1.0,0.8,1.5,2.3,1.4,4.3,4.2,5.8,4.1,4.0,1.4,2.6,1.1,1.8,0.3,0.3,-0.1,-0.8,-1.3,-0.8,1.0,-1.1,1.6,-0.2,0.6,1.0,1.2,-0.5,-1.1,-0.1,0.6,0.7,-2.4,1.0
1604,0.9,0.2,0.0,-1.7,0.4,2.6,0.9,1.5,0.2,-0.1,3.0,3.7,3.0,6.6,6.5,5.0,4.4,3.2,1.5,-0.2,-1.2,-0.7,-1.1,0.8,-0.7,0.2,-1.1,0.3,-0.7,-0.3,0.4,1.8,1.6,0.2,0.2,-0.8,0.4,1.0,0.8,1.7,0.0
1605,-1.4,2.5,0.0,0.0,2.5,1.8,3.5,2.4,1.5,0.5,1.5,0.4,2.9,0.4,1.8,2.7,1.6,2.9,0.3,0.3,-0.4,0.6,1.7,1.2,2.3,-0.7,-0.5,1.2,-0.8,-1.1,-0.9,0.2,1.8,0.8,0.4,2.8,-1.0,-0.8,0.7,-0.3,0.0
1606,0.4,-2.0,-0.3,-0.8,-0.2,0.0,1.1,1.5,1.4,2.5,4.5,4.8,4.5,4.8,3.3,3.6,2.1,2.9,1.5,1.6,1.1,0.2,-0.2,1.6,0.4,-0.2,0.6,0.4,1.0,-1.6,0.2,0.9,-1.3,0.4,-1.8,0.3,1.3,-0.3,-0.4,0.8,1.0
1607,1.1,-2.2,-1.6,-0.7,-0.4,-0.2,1.0,0.9,0.0,1.0,2.4,3.4,1.2,5.1,5.9,3.5,4.9,2.1,0.2,1.5,0.7,1.3,0.4,-0.1,-0.3,-1.0,1.8,1.8,1.9,0.0,0.2,-0.4,0.7,0.7,0.3,0.3,1.0,-1.1,-1.3,-0.5,1.0
1608,-1.1,2.5,1.5,1.5,4.4,3.7,5.0,3.6,3.4,1.7,1.2,2.5,2.4,2.9,1.3,0.6,1.1,-1.1,1.3,-0.1,0.2,-1.7,-0.8,1.6,0.5,2.8,0.4,-0.8,0.8,0.7,0.6,-0.8,0.0,-1.1,1.1,0.2,1.4,0.9,-0.4,-0.4,0.0
1609,-0.3,0.8,0.1,2.0,-0.1,1.3,0.2,1.0,-0.5,1.8,4.6,4.9,4.3,4.1,4.8,2.6,5.0,2.7,2.0,-0.3,-0.8,1.6,-0.3,-0.1,1.2,-0.4,0.0,0.9,-0.3,0.0,1.1,0.7,-1.1,0.6,-0.4,0.3,-1.2,-1.3,-1.4,0.6,1.0
1610,-2.6,-0.5,0.6,1.0,0.0,1.0,2.1,2.1,3.7,3.9,5.8,2.9,3.5,3.7,3.0,0.0,0.0,1.3,1.4,1.2,1.4,-2.6,0.7,1.2,0.6,0.2,-1.0,0.2,0.1,-1.1,-0.5,0.2,0.1,-1.1,0.4,0.5,1.2,-0.5,-0.5,-0.2,1.0
1611,-0.6,0.3,2.2,3.4,1.5,1.4,5.2,5.9,3.3,3.7,4.5,1.4,1.1,3.1,0.4,1.6,0.0,0.0,2.1,-0.9,0.1,0.9,1.8,-1.1,0.2,-0.9,0.4,0.0,-0.1,-0.8,0.1,1.0,-1.5,2.7,1.6,0.0,0.2,0.1,-0.3,-0.9,1.0
1612,-1.9,0.6,1.7,-1.0,1.1,-0.2,1.8,3.4,3.9,4.7,4.3,4.2,6.1,1.7,2.7,0.7,0.6,0.1,1.5,0.9,-1.7,-0.7,-0.6,-0.9,0.7,1.1,0.8,0.4,0.1,0.6,-0.7,0.3,-0.2,-0.8,-0.9,0.0,1.0,0.2,-0.5,0.0,1.0
1613,-0.5,-1.0,-1.6,1.6,1.3,-0.6,2.6,-1.0,2.1,2.9,2.0,4.0,4.0,4.4,4.6,6.9,3.4,2.1,1.9,2.1,0.7,-0.3,-0.3,-1.1,1.0,1.1,-1.2,0.6,-1.7,0.1,0.1,-0.7,-1.7,1.4,1.4,-1.6,-0.4,0.0,-0.8,-1.0,1.0
1614,0.6,-0.4,-1.2,-0.2,0.9,0.8,2.6,3.7,5.9,4.1,5.7,4.3,4.8,3.3,2.2,1.4,-0.8,0.1,1.0,-1.2,0.0,0.1,0.8,1.3,-0.1,1.0,1.8,0.7,0.0,0.7,0.3,0.1,0.7,-0.1,-0.8,-1.2,2.7,-0.1,0.3,1.2,1.0
1615,0.8,1.0,2.8,2.7,4.5,4.8,3.9,5.5,3.5,1.8,2.3,-0.1,-1.1,0.7,1.5,-0.2,-1.2,0.1,0.4,-0.4,1.7,0.3,0.7,-1.3,0.2,0.1,-0.1,-0.6,0.9,-0.5,-1.2,-1.4,1.7,-1.9,-2.1,-1.3,-1.7,0.1,0.0,0.8,0.0
1616,-0.4,0.4,2.1,2.6,3.3,5.2,5.4,4.2,5.4,2.5,1.3,-0.4,-0.1,2.0,-0.4,1.5,-0.7,-1.6,-0.2,1.0,-0.1,0.1,-0.6,-0.2,1.7,1.1,1.1,-0.3,0.4,0.3,1.2,-0.4,2.0,-0.9,-0.1,1.1,1.9,-0.1,-0.6,0.0,1.0
1617,1.2,0.1,0.8,0.5,3.3,0.5,2.0,3.4,3.4,2.3,2.1,1.3,1.6,3.0,1.1,2.2,2.3,1.0,0.0,1.4,-2.0,-0.4,-1.8,-0.8,2.4,0.0,-0.6,1.2,0.2,0.5,-2.0,0.8,-0.7,-0.2,-0.9,0.7,-1.7,-0.1,1.0,0.5,0.0
1618,1.3,0.4,0.3,0.4,-0.3,1.9,2.5,2.6,5.4,5.3,4.4,4.1,3.9,2.4,1.9,0.1,0.6,0.3,-0.3,0.0,1.2,-0.6,1.0,0.7,0.8,-1.8,-2.2,0.9,0.2,-1.0,-0.8,-0.7,0.2,-0.2,-0.7,-0.2,0.4,-0.9,1.0,1.9,1.0
1619,0.1,0.8,-0.1,1.1,0.7,0.3,1.6,2.3,2.3,5.3,5.7,3.6,4.3,2.7,2.9,-1.4,-2.6,-0.4,0.1,-0.2,-0.9,-0.6,0.3,0.1,0.0,-2.2,-0.5,-1.5,-0.2,0.3,2.1,-0.1,-0.2,1.4,0.2,0.5,-0.7,-0.3,-1.2,0.6,1.0
1620,-1.2,0.3,0.0,2.6,4.7,3.4,5.5,4.0,2.7,2.0,3.1,1.5,1.5,-1.5,1.0,1.5,0.5,-0.1,-1.0,0.0,0.3,1.1,0.3,-0.1,0.7,0.3,0.2,-0.2,-0.1,0.9,1.4,-0.2,1.0,1.4,-1.1,1.5,-2.0,-0.3,-0.5,-1.7,1.0
1621,-1.2,-0.6,0.9,2.8,2.6,4.1,4.9,5.7,4.1,3.8,5.5,2.7,1.0,1.3,-0.2,2.3,0.1,-1.2,2.0,0.1,0.6,0.3,0.6,0.1,1.4,-1.2,-1.4,-0.3,-2.0,0.1,-0.7,-0.7,-0.8,-1.8,-0.4,-0.4,1.6,0.0,0.6,0.9,1.0
1622,0.0,-0.4,2.0,3.5,5.1,2.5,2.3,4.3,2.9,4.1,1.1,0.3,-0.1,0.3,3.0,1.5,1.6,1.2,-0.1,0.4,-1.1,2.0,-1.1,1.7,-1.6,-0.1,0.7,-1.5,1.7,-0.5,1.2,-2.2,-0.7,-0.4,1.2,0.1,0.6,0.3,0.4,-0.8,0.0
1623,0.7,-1.2,0.8,1.9,-1.1,2.1,1.0,1.5,0.4,0.0,2.2,4.8,4.1,6.3,3.3,4.5,1.6,1.3,-1.0,2.6,-1.0,0.4,-2.2,1.8,-0.6,-0.9,0.6,0.7,1.6,1.1,1.1,0.4,-0.6,0.2,1.1,-0.4,0.5,-1.6,-0.9,-2.2,1.0
1624,1.5,1.0,2.5,2.6,2.3,4.0,6.7,5.2,3.8,3.8,3.6,1.4,1.6,-1.9,1.0,1.4,0.6,-0.3,-0.5,-0.8,1.1,-0.7,1.4,-0.9,0.9,-0.8,-1.5,-0.7,-0.2,1.2,-0.8,0.1,1.6,-1.3,1.1,1.2,-0.3,-0.2,-2.4,0.5,0.0
1625,0.4,-0.7,1.1,1.5,2.2,2.4,3.2,3.8,2.5,2.1,2.6,2.1,0.4,3.0,3.3,1.1,2.3,2.7,1.2,0.4,0.7,0.4,-0.1,-0.1,-0.2,-0.8,-1.1,-0.3,-0.7,-1.0,-0.7,-0.5,0.5,1.2,0.5,0.5,-2.0,0.5,0.6,-0.5,0.0
1626,1.2,1.0,2.3,2.1,2.0,4.8,3.7,2.3,2.6,1.4,3.6,1.4,0.8,2.7,2.8,4.2,0.9,-0.7,0.9,0.3,0.1,-0.6,-2.0,0.9,-0.7,0.4,0.1,0.9,-0.3,1.0,-0.5,-0.5,-0.1,-0.9,1.1,0.7,0.7,-2.7,-1.3,0.1,0.0
1627,-0.9,-0.7,0.1,-0.8,0.5,-0.9,2.2,1.2,1.5,1.3,3.2,3.5,3.2,4.9,4.9,5.3,2.1,2.1,0.6,1.8,-0.6,0.2,1.0,-2.2,0.6,0.5,0.8,0.0,0.6,-0.9,-0.8,-0.9,1.8,1.6,-1.5,1.9,1.9,-0.1,1.1,0.8,1.0
1628,-0.7,-0.7,0.3,0.1,-0.2,1.0,0.6,-0.1,2.6,0.5,2.0,2.8,1.8,3.8,6.2,3.2,4.5,2.8,1.6,1.0,-1.1,0.3,0.7,0.2,-0.5,0.7,-0.1,0.0,0.8,-1.3,-0.8,-1.5,0.6,1.1,-1.2,1.0,-0.1,0.0,1.1,-0.2,0.0
1629,-0.1,0.6,-0.5,2.8,3.9,3.3,3.8,3.7,4.1,1.7,1.6,1.6,1.1,0.4,2.1,1.3,1.2,0.9,2.1,-0.7,0.7,-0.3,-0.9,0.3,1.5,-1.0,0.6,-1.9,-0.1,0.0,-1.0,-1.2,0.0,0.8,0.4,-1.0,2.2,-1.7,-1.3,0.1,0.0
1630,0.8,-0.1,2.9,3.5,2.2,3.9,6.1,4.7,4.0,3.8,2.5,1.6,-0.9,2.1,-0.1,-0.4,-0.4,0.4,0.4,-1.1,-2.4,-0.7,-0.5,-0.1,1.4,0.0,1.4,0.0,-0.8,1.0,0.2,-0.8,-0.4,-0.3,0.3,1.4,-1.1,0.6,0.9,0.7,1.0
1631,-0.7,-0.7,1.2,0.6,0.2,0.5,2.9,5.5,2.4,3.3,5.2,3.5,3.6,3.4,0.5,0.4,1.1,-0.3,2.7,-0.7,-0.5,0.1,0.7,0.3,-0.3,0.8,1.1,-0.3,0.6,-0.5,0.0,-1.3,0.1,1.0,-0.4,-0.7,-1.4,0.1,0.6,-0.3,1.0
1632,-0.6,-0.2,1.1,1.4,0.2,3.0,3.8,3.3,4.7,3.9,5.6,5.2,5.0,2.2,1.8,1.4,-1.5,0.6,0.4,1.3,1.5,0.1,-1.0,-0.2,-1.4,-1.1,-0.9,-0.1,0.3,0.6,1.2,-1.6,1.4,0.3,0.8,0.0,-0.7,-0.5,-1.5,0.1,1.0
1633,0.2,1.2,-1.4,1.0,0.6,3.7,4.0,3.9,3.0,3.9,4.1,4.3,4.2,0.2,3.4,0.8,-1.0,-1.0,0.0,-1.7,1.4,-0.7,-0.1,-0.2,0.2,1.0,0.6,1.3,-0.3,-0.3,0.1,-0.1,1.6,0.3,0.1,1.2,-0.9,0.6,0.4,-1.0,1.0
1634,2.5,-0.2,-0.2,-0.1,2.7,0.8,-1.1,0.6,1.9,3.5,5.2,3.4,2.9,5.4,5.5,5.0,2.3,2.5,2.4,1.7,0.1,0.4,0.5,-1.7,2.5,1.1,1.9,-1.0,-1.6,0.6,0.3,-0.6,0.1,0.0,-1.5,-0.5,0.0,0.1,-0.9,-0.1,1.0
1635,-2.3,1.6,2.0,2.4,4.1,5.3,5.2,7.1,2.8,3.3,3.3,1.7,0.2,0.8,1.2,-1.6,0.0,0.1,0.0,1.2,-1.0,-1.3,0.8,1.3,-0.5,1.1,0.2,0.8,1.1,1.7,-0.9,0.9,-0.5,-1.1,-0.2,-1.0,0.0,0.7,0.7,1.6,0.0
1636,-1.6,0.8,1.6,0.6,1.0,2.5,2.1,2.7,4.8,3.8,5.2,3.0,4.1,1.2,0.6,1.8,-0.1,-0.2,0.3,-1.9,0.4,-0.2,0.3,-1.9,-0.9,-1.3,-0.2,0.8,-0.1,0.6,-0.6,-1.0,-1.0,0.7,-1.6,-1.0,-0.4,0.0,0.4,-0.8,1.0
1637,1.1,0.0,-1.2,0.7,1.5,1.8,3.1,5.2,4.5,5.8,4.4,4.2,3.2,3.0,3.0,1.7,1.2,-0.4,0.0,-0.1,1.5,-0.9,0.2,1.4,1.5,-0.5,-0.7,0.7,-0.1,0.2,-1.2,0.8,-0.7,-1.0,-1.4,-1.8,-0.5,1.1,0.6,-2.2,1.0
1638,-0.1,-0.4,1.4,-0.4,-1.2,-0.6,0.5,1.3,0.4,0.9,1.5,2.5,4.0,4.7,7.3,4.3,5.1,3.5,1.3,0.9,1.3,0.3,0.1,-0.2,1.1,-1.1,-1.0,0.4,-0.7,-0.8,-0.9,0.1,-1.7,1.0,1.9,-0.3,0.5,-0.5,-0.1,0.4,0.0
1639,0.1,1.1,-0.4,1.9,2.2,1.2,2.7,1.7,0.9,0.9,1.7,3.0,0.9,3.9,5.0,2.6,1.8,0.5,1.1,-0.5,0.7,1.9,-0.7,0.2,1.0,-0.4,0.5,-1.1,0.9,0.6,-1.1,1.2,-0.2,1.4,-0.1,-0.2,1.7,-0.7,-1.4,1.5,0.0
1640,0.1,1.7,1.8,2.6,2.6,5.7,5.2,4.0,3.6,3.9,4.0,0.4,-1.2,1.7,0.2,0.1,1.6,1.0,1.4,-0.6,-0.8,-1.2,0.3,-2.1,-0.3,-0.5,0.3,-1.3,-0.3,0.4,-1.4,0.0,0.3,-0.8,-1.6,-0.5,-0.2,-1.1,-0.4,0.8,0.0
1641,1.3,-0.7,-1.0,-0.3,-0.6,-0.6,0.0,2.7,3.0,3.0,3.9,4.4,4.7,3.9,4.6,3.4,0.9,0.6,-0.1,-0.7,-0.5,0.6,-0.9,0.5,1.8,1.5,1.2,0.2,-0.6,-1.9,1.2,-0.8,0.0,0.6,0.7,0.6,0.7,-0.8,-0.7,-0.2,1.0
1642,-0.9,-0.5,-0.4,-1.6,-0.3,0.9,1.7,2.5,3.0,2.1,5.3,3.2,6.7,5.8,4.8,0.9,2.3,0.1,-0.6,-1.1,-0.7,-0.5,-1.6,-1.7,1.3,0.1,1.0,0.6,1.0,0.5,1.1,0.8,0.1,0.6,1.4,-0.6,-1.1,-0.7,-0.1,-0.5,1.0
1643,0.0,2.3,-0.9,0.3,1.4,-0.2,0.8,0.0,2.5,4.0,3.6,6.3,5.1,4.7,3.6,2.4,0.6,1.0,1.6,-0.2,-1.7,-0.1,-0.7,-1.6,-0.2,0.5,-0.1,1.0,-1.3,0.4,-2.2,-0.4,0.2,1.4,0.4,-1.4,0.3,-0.4,0.4,-1.1,1.0
1644,-0.5,1.6,1.2,2.8,1.5,2.9,2.7,2.7,3.9,4.6,5.5,6.3,4.8,2.7,1.5,0.0,1.8,0.3,-0.2,0.5,0.1,0.5,0.1,-0.6,-0.9,1.7,-0.9,0.6,0.4,0.3,1.4,1.0,-0.3,0.0,-0.4,-0.6,1.1,0.7,-1.4,-0.4,1.0
1645,0.6,0.5,-0.9,0.9,-0.2,1.6,2.4,2.3,4.7,5.0,5.6,3.2,3.8,1.9,-0.2,0.4,1.7,0.9,-1.1,-0.8,0.8,-0.3,1.2,0.1,2.2,-0.4,-0.9,0.0,1.3,-2.0,0.7,-1.4,-1.3,-1.2,1.4,0.1,-0.1,-0.3,0.2,0.7,1.0
1646,-2.0,0.8,-0.2,-0.9,-1.1,1.4,1.0,3.6,2.0,5.9,3.9,4.9,4.9,3.1,2.1,2.2,0.1,-0.2,-0.3,0.8,1.0,0.0,0.9,0.8,-1.0,0.7,1.0,0.3,0.6,-0.5,1.1,1.6,0.4,0.1,-1.1,-1.5,-0.8,-0.3,1.7,-1.2,1.0
1647,0.4,0.2,-1.1,0.5,0.8,1.0,2.1,3.1,4.3,4.7,5.9,4.6,4.3,2.0,1.2,1.2,-2.2,-1.7,-1.9,-0.8,1.5,-1.1,0.1,0.1,-2.3,-0.7,0.5,0.3,0.2,1.1,0.1,-0.8,1.2,-0.2,-0.2,-1.6,-0.6,-0.4,0.5,-0.5,1.0
1648,0.0,0.3,2.7,3.1,3.0,2.6,1.9,3.6,1.9,1.4,3.7,0.5,0.4,0.3,4.1,1.9,1.0,3.3,0.4,-0.9,1.5,-1.8,-0.3,-0.3,1.3,-0.7,0.6,0.3,0.7,0.6,-0.3,0.1,0.4,1.6,-1.6,-0.1,-0.8,0.5,-1.4,0.2,0.0
1649,1.3,0.1,0.6,1.5,3.6,1.6,4.2,3.4,2.8,2.9,2.7,1.3,0.4,2.3,2.4,-1.0,-0.9,1.9,1.6,-0.4,-0.1,1.6,0.5,2.6,0.1,0.0,-0.3,2.3,2.3,-1.6,-1.3,0.1,0.0,0.0,0.4,1.0,-1.3,0.3,0.3,0.0,0.0
1650,-1.5,-0.8,2.0,4.6,4.7,3.7,3.9,5.4,4.9,3.6,0.1,2.4,-0.3,-2.2,-1.3,1.2,0.2,-1.1,-1.0,-1.8,-0.8,-0.5,0.1,0.2,1.2,-1.1,-0.2,-1.1,-1.3,0.1,1.0,-2.5,0.2,1.5,-0.2,-0.4,0.3,-0.9,0.9,0.2,1.0
1651,-1.2,1.1,1.5,-0.5,-0.4,-0.9,-0.3,1.8,3.2,3.5,3.6,3.5,6.6,4.7,4.2,2.7,0.5,2.3,0.8,1.2,1.6,0.6,0.5,2.0,-2.1,0.1,0.9,-0.3,-1.2,-0.6,0.1,0.9,0.5,1.4,-0.9,-0.1,-0.4,0.6,0.6,-1.2,1.0
1652,0.5,0.5,0.2,0.0,2.3,2.6,1.2,1.2,1.1,2.5,4.1,3.5,4.4,3.7,5.3,3.9,5.4,3.2,1.5,0.7,-2.4,-1.8,-0.3,-0.1,1.2,-1.6,0.6,0.2,-1.4,0.5,0.8,-0.1,1.4,-0.4,-0.3,-1.1,0.7,0.2,0.4,0.9,0.0
1653,0.9,-0.1,0.8,1.3,0.0,1.7,2.2,0.2,1.3,0.8,1.7,2.1,1.1,3.4,4.8,4.4,3.8,1.7,2.5,0.7,-0.1,-2.2,2.0,0.1,-1.4,0.7,-0.1,-0.4,-0.7,0.0,1.0,0.1,-0.6,-0.9,-0.2,0.6,-0.2,0.2,-0.2,-0.4,0.0
1654,1.4,-0.4,-1.7,-0.8,2.5,-2.0,1.3,0.4,1.7,0.6,1.9,3.3,3.9,5.7,5.8,3.4,2.4,2.5,0.7,2.4,-0.6,1.4,2.0,-0.5,-0.1,0.7,0.2,-1.0,-1.5,0.4,-0.3,0.5,-1.6,-1.2,-0.9,1.2,1.1,0.0,-2.3,0.4,1.0
1655,-1.3,-1.7,2.0,1.2,3.0,3.1,2.9,4.0,1.2,3.0,3.8,2.8,1.4,4.6,3.0,3.0,2.9,2.1,1.9,2.0,0.0,1.5,0.3,0.7,0.3,-1.4,0.4,-1.4,0.1,-0.7,1.2,1.6,1.1,0.3,0.5,1.2,1.0,0.9,-0.5,0.8,0.0
1656,-0.2,0.7,3.2,2.2,1.9,4.6,3.8,3.1,2.2,3.4,2.5,1.7,-1.2,1.4,2.2,0.9,1.2,0.9,-0.6,-1.2,-1.6,0.4,1.3,-0.7,-0.5,0.5,0.9,-0.6,0.0,1.0,1.8,0.5,0.7,1.3,-1.8,0.3,1.0,0.5,0.1,0.1,0.0
1657,0.7,1.6,1.6,1.2,2.9,2.4,2.7,1.7,4.3,0.2,2.4,0.1,0.8,1.6,4.1,2.6,2.2,-1.9,2.1,-1.2,-2.1,1.5,1.0,-0.4,1.1,-0.1,-0.3,0.5,1.4,-0.3,2.2,0.3,1.9,-0.8,1.1,-1.6,0.4,-0.1,1.0,-0.9,0.0
1658,0.9,-1.0,0.5,0.2,0.7,1.3,2.3,4.5,5.3,5.9,4.4,5.8,3.2,1.8,1.2,1.1,-0.8,-0.5,-0.9,0.8,-1.7,0.5,-0.2,-0.2,-0.5,-0.3,0.4,0.8,-0.2,0.6,0.1,-1.8,0.8,-0.7,-0.1,-1.0,-1.0,-0.7,-0.8,-0.5,1.0
1659,-1.1,0.0,0.2,1.7,0.8,-0.8,2.0,3.1,2.5,0.6,3.7,2.5,4.8,4.9,4.9,5.1,4.0,2.6,2.6,2.3,1.7,-0.5,0.1,-0.5,-0.4,0.0,0.6,-0.6,-0.3,0.3,0.1,-1.4,-1.4,1.0,-0.1,1.6,-0.3,0.1,-0.7,-0.6,0.0
1660,1.2,1.2,0.2,0.1,-0.5,0.4,-0.7,-0.2,0.4,0.8,1.6,2.8,2.7,5.2,6.3,5.0,3.9,3.9,1.9,1.0,-1.0,1.8,0.6,-0.2,-1.6,0.5,0.6,-1.1,-1.8,-0.1,0.7,2.1,-0.6,-0.3,-1.1,-0.1,2.2,0.9,-1.3,1.1,0.0
1661,-1.0,1.0,1.8,2.7,4.5,3.2,5.8,4.1,5.2,4.8,2.2,0.1,1.1,1.9,2.4,0.5,1.6,-0.2,-0.3,-1.2,-1.0,-1.0,0.2,0.4,-1.9,0.9,-0.5,-0.8,-1.6,-1.8,-0.9,1.8,-1.5,-0.1,0.2,0.7,0.2,-0.8,0.5,-0.4,1.0
1662,0.6,1.3,-0.4,-0.2,-1.2,1.7,-0.5,0.9,0.1,0.8,4.0,1.0,3.8,2.9,6.1,5.1,3.7,3.3,3.1,-0.4,0.1,-1.2,-0.5,-0.5,0.2,1.3,-1.0,0.7,-0.8,-0.4,0.4,1.3,0.9,-2.2,-0.7,0.9,-0.2,-0.5,-0.8,0.6,1.0
1663,-2.0,0.9,2.0,-0.3,0.1,1.6,1.3,4.0,2.9,5.0,4.5,6.7,4.1,2.4,2.0,1.7,1.1,1.1,1.4,0.5,-1.2,2.4,-1.8,0.1,0.2,1.9,-1.0,0.8,0.1,-0.9,0.6,1.6,2.1,1.4,0.7,-0.4,-0.3,-0.6,1.8,0.0,1.0
1664,0.8,1.6,1.6,-0.2,1.1,2.5,3.5,2.3,4.3,3.6,4.4,3.8,3.1,2.4,-0.3,1.1,2.2,-0.6,1.2,-0.5,0.5,1.6,-0.7,-0.4,-0.3,0.8,0.6,-0.4,1.1,0.3,-0.7,1.3,-0.9,2.3,0.1,-0.7,-0.5,0.5,0.4,0.3,1.0
